Tweet ID,Retweeter,Tweeter
7.46035E+17,vote_leave,BearGardenMan
7.46035E+17,vote_leave,Of_Mice_And_Ben
7.46036E+17,vote_leave,cmackinlay
7.46036E+17,vote_leave,blp_1995
7.46037E+17,StrongerIn,UKLabour
7.46037E+17,vote_leave,conorburns_mp
7.46037E+17,vote_leave,Geoffrey_Cox
7.46038E+17,vote_leave,AmyLeedsTory
7.46038E+17,vote_leave,Ukip4Eddisbury
7.46038E+17,vote_leave,ThomasOCoffey
7.46038E+17,vote_leave,betteroutofEU
7.46039E+17,vote_leave,darrengrimes_
7.4604E+17,StrongerIn,IslingtonIn
7.4604E+17,StrongerIn,UKLabour
7.46041E+17,vote_leave,KirstyMLocke
7.46043E+17,StrongerIn,ChukaUmunna
7.46043E+17,vote_leave,VoteLeaveEM
7.46044E+17,vote_leave,MichelleDewbs
7.46045E+17,StrongerIn,UKLabourIN
7.46046E+17,vote_leave,Vote_To_Leave
7.46046E+17,vote_leave,Leavethe_EU
7.46046E+17,vote_leave,Danny_Harvey179
7.46047E+17,vote_leave,SteveBakerHW
7.46047E+17,StrongerIn,TheGreenParty
7.46047E+17,StrongerIn,scotstrongerin
7.46047E+17,StrongerIn,LibDems
7.46047E+17,StrongerIn,SadiqKhan
7.46048E+17,vote_leave,TeamTorbay
7.46049E+17,vote_leave,CllrShrubsole
7.4605E+17,vote_leave,BrexitInJune
7.46051E+17,vote_leave,matthewgordonn
7.46052E+17,StrongerIn,UKLabour
7.46052E+17,StrongerIn,UKLabourIN
7.46053E+17,vote_leave,vote_leave
7.46053E+17,vote_leave,vote_leave
7.46054E+17,vote_leave,PrestonLeave
7.46055E+17,StrongerIn,weareeuropeuk
7.46056E+17,StrongerIn,Palomafaith
7.46058E+17,vote_leave,cllrjoeporter
7.46058E+17,vote_leave,PeteMorganTT
7.4606E+17,LeaveEUOfficial,JakeThurmanUK
7.4606E+17,vote_leave,Crozza123
7.46061E+17,vote_leave,MitchellGoldie
7.46062E+17,StrongerIn,StrongerInPress
7.46062E+17,vote_leave,mariacaulfield
7.46063E+17,vote_leave,Muslims4Britain
7.46067E+17,vote_leave,JbBruce11
7.46067E+17,vote_leave,ChrisPincher
7.46068E+17,StrongerIn,ElectoralCommUK
7.46068E+17,StrongerIn,StrongerInPress
7.46072E+17,StrongerIn,UKLabourIN
7.46076E+17,vote_leave,PrescottBeth
7.46076E+17,StrongerIn,ElectoralCommUK
7.46077E+17,StrongerIn,jeremycorbyn
7.46077E+17,StrongerIn,StrongerInPress
7.46077E+17,StrongerIn,StrongerInPress
7.46077E+17,vote_leave,theresedonnelly
7.46077E+17,StrongerIn,UKLabourIN
7.46078E+17,vote_leave,AlasdairIS
7.46079E+17,vote_leave,ElectoralCommUK
7.46079E+17,LeaveEUOfficial,LeaveEUOfficial
7.4608E+17,LeaveEUOfficial,JuliaHB1
7.4608E+17,LeaveEUOfficial,Telegraph
7.46081E+17,StrongerIn,LibDems
7.46081E+17,vote_leave,GeorgeMorrall
7.46081E+17,StrongerIn,TomTugendhat
7.46082E+17,StrongerIn,ElectoralCommUK
7.46083E+17,StrongerIn,StrongerInPress
7.46084E+17,LeaveEUOfficial,blp_1995
7.46084E+17,StrongerIn,StrongerInPress
7.46085E+17,StrongerIn,StrongerInPress
